search_query,title,company,location,description,posted_at,posted_date,apply_links
data scientist,Data Science Consultant,Inspire11,"Chicago, IL","Turn it up to 11 as a Data Scientist!

Elevens, as we call ourselves here, are passionately curious, highly collaborative, and unabashedly authentic. At Inspire11, we believe everyone drives change, everyone takes ownership of their career, and no idea is too odd to embrace. Our team learns from each other by pushing the boundaries of what’s possible.

We partner with our clients to define their strategies to optimize their business in all things data and digital. Whether that be modern data arc...",4 days ago,2024-11-17,"Built In Chicago: https://www.builtinchicago.org/job/data-science-consultant/244968?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Inspire11/Job/Data-Science-Consultant/-in-Chicago,IL?jid=53af7a0ba5d1fe74&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Wellfound: https://wellfound.com/jobs/3133873-data-science-consultant?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | The Muse: https://www.themuse.com/jobs/zs/data-science-consultant?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-science-consultant-at-inspire11-4055959977?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Simplify Jobs: https://simplify.jobs/p/2334ae94-20b1-4a33-9c4c-1da7746afc6c/Data-Science-Consultant?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Karkidi: https://www.karkidi.com/job-details/19474-data-science-consultant-job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talent.com: https://www.talent.com/view?id=2c5e1abec16d&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Data Scientist Intern Summer 2025,Motorola Solutions,"Schaumburg, IL","Company Overview

At Motorola Solutions, we're guided by a shared purpose - helping people be their best in the moments that matter - and we live up to our purpose every day by solving for safer. Because people can only be their best when they not only feel safe, but are safe. We're solving for safer by building the best possible technologies across every part of our safety and security ecosystem. That's mission-critical communications devices and networks, AI-powered video security & access con...",3 days ago,2024-11-18,"Glassdoor: https://www.glassdoor.com/job-listing/data-scientist-intern-summer-2025-motorola-solutions-JV_IC1128969_KO0,33_KE34,52.htm?jl=1009533564573&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | SimplyHired: https://www.simplyhired.com/job/ULZnShOGjjA8vP2QX4gpdiHknLz06is9ukAn4znyxzpW6pCwmbOkQw?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Senior Data Scientist,Coca Cola Careers,"Rosemont, IL","Pay Transparency Statement: 

The compensation philosophy reflects the Company’s reasonable expectation at the time of posting. We consider a number of factors when making individual compensation decisions including, but not limited to, skill sets, experience and training, and other business needs.  This role may also be eligible to participate in a discretionary incentive program, subject to the rule governing the program.

Position Summary:

The Senior Data Scientist has a solid understanding ...",N/A,N/A,"Coca-Cola Careers - The Coca-Cola Company: https://careers.coca-colacompany.com/job/20952050/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Reyes Holdings Jobs: https://jobportal.reyesholdings.com/rh/jobs/16605?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/senior-data-scientist-reyes-holdings-JV_IC1158097_KO0,21_KE22,36.htm?jl=1009427138787&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/senior-data-scientist-at-reyes-holdings-4013766313?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | International Association Of Women (IAW): https://careers.iawomen.com/job/senior-data-scientist-rosemont-illinois-9031195?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Teal: https://www.tealhq.com/job/Senior-Data-Scientist_223ebcb3-d202-4397-a60e-e068f9927181?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Monster: https://www.monster.com/job-openings/senior-data-scientist-rosemont-il--9dfcd265-ebb2-4053-b8b8-5dc5756b4448?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | BeBee: https://us.bebee.com/job/55edfaa0ff32b12836a0389e3d6e121b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,"PhD Data Scientist, R&D",Publicis Groupe Holdings B.V,"Chicago, IL","Overview

How You’ll Make an Impact
As a Data Scientist in our Decision Sciences R&D organization, you will be responsible for researching and building optimization, control theory, simulation, and machine learning applications to extend Epsilon Digital’s ad personalization platform. Epsilon’s business is based on analyzing anonymized data at Internet scale and evaluating more than one trillion advertising opportunities per month in real-time. You will work on real-world problems as part of our ...",24 days ago,2024-10-28,"Publicis Groupe Holdings B.V Careers: https://careers.publicisgroupe.com/epsilon/jobs/15099?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Epsilon/Job/PhD-Data-Scientist,-R&D/-in-Chicago,IL?jid=9e94882db52549db&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/phd-data-scientist-rd-epsilon-JV_IC1128808_KO0,21_KE22,29.htm?jl=1009526401440&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LazyApply: https://lazyapply.com/jobpreview/job_5cd7bd97dca4ecc9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Towards AI Jobs: https://jobs.towardsai.net/job/publicis-groupe-phd-data-scientist-randd-6kl2?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Paid Media Jobs: https://paidmediajobs.com/jobs/92721517-phd-data-scientist-r-d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Recruit.net: https://www.recruit.net/job/phd-data-scientist-jobs/D6A4BFD4FA57D586?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Zettlor: https://www.zettlor.com/job-posts/b55ac4b6-4abf-4c8f-a575-400e00da9d5f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Senior Data Scientist – Financial Crimes and Transaction Analytics,USAA,"Colorado Springs, CO (+6 others)","Why USAA?
Let’s do something that really matters.

At USAA, we have an important mission: facilitating the financial security of millions of U.S. military members and their families. Not all our employees served in our nation’s military, but we all share in the mission to give back to those who did. We’re working as one to build a great experience and make a real impact for our members.

We believe in our core values of honesty, integrity, loyalty, and service. They’re what guides everything we ...",15 days ago,2024-11-06,USAA Careers: https://www.usaajobs.com/job/san-antonio/senior-data-scientist-financial-crimes-and-transaction-analytics/1207/69322143328?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | JobServe: https://www.jobserve.com/us/en/extjob/SENIOR-DATA-SCIENTIST-FINANCIAL-CRIMES-AND-TRANSACTION-ANALYTICS-in-Charlotte-North-Carolina-USA-93CEE58CCBC0E12AB9/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | JoPilot: https://jobs.jopilot.net/job/1YCfHZMBNDRfCFvu1SMS1124?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Computational/Data Scientist,Northwestern University Feinberg School of Medicine,United States,"Computational/Data scientist position in Neurodegeneration

We are looking for a scientist with a computational background to study neurodegeneration. The ideal candidate would have a biological background of broad relevance in cell and molecular biology although that is not required.

Our projects revolve around single cell and spatial transcriptomics and other computational tools for understanding gene expression, epigenetics and genomics. We also have projects in proteomics and biomarker stud...",N/A,N/A,JobRxiv: https://jobrxiv.org/job/northwestern-university-feinberg-school-of-medicine-27778-computational-data-scientist/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Data Scientist Jobs,"Tailored Access, LLC","Aurora, CO","Experience must be in designing/implementing
machine learning, data science, advanced analytical
algorithms, programming (skill in at least one high-
level language (e.g. Python)), statistical analysis (e.g.
variability, sampling error, inference, hypothesis
testing, EDA, application of linear models), data
management (e.g. data cleaning and transformation),
data mining, data modeling and assessment, artificial
intelligence, and/or software engineering. Experience
in more than one area is strong...",2 days ago,2024-11-19,Clearance Jobs: https://www.clearancejobs.com/jobs/7402802/data-scientist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Lead Data Scientist,Cox Enterprises,United States (+11 others),"Cox Communications is looking for a Lead Data Scientist to join the Data Science team supporting Cox Business. This role will be responsible for designing and implementing advanced analytics along with managing third-party data scientists.

PRIMARY RESPONSIBILITIES AND ESSENTIAL FUNCTIONS :
• Design, implement, test, prototype, and deploy ML (machine learning), DL (deep learning), AI (artificial intelligence), and NLP (natural language processing) applications to extract value from Cox Communica...",17 days ago,2024-11-04,"Cox Enterprises: https://jobs.coxenterprises.com/en/jobs/job/r202452687-lead-data-scientist/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Cox-Communications,-Inc./Job/Lead-Data-Scientist/-in-Atlanta,GA?jid=6a6af72b0b2379a1&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/lead-data-scientist-at-cox-communications-4070226665?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Karkidi: https://www.karkidi.com/job-details/68708-lead-data-scientist-job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talent.com: https://www.talent.com/view?id=4d11e2d7b9fb&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | JobzMall: https://www.jobzmall.com/cox-automotive/job/lead-data-scientist-7?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Diversity Jobs: https://diversityjobs.com/career/10099889/Lead-Data-Scientist-Georgia-Atlanta?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Ladders: https://www.theladders.com/job/lead-data-scientist-coxcommunications-atlanta-ga_78760890?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,"Data Scientist I, Payment Integrity",Oscar Health,Anywhere,"Hi, we're Oscar. We're hiring a Data Scientist to join our Data team.

Oscar is the first health insurance company built around a full stack technology platform and a focus on serving our members. We started Oscar in 2012 to create the kind of health insurance company we would want for ourselves—one that behaves like a doctor in the family.

About the role

You will work across the organization to help develop data pipelines, models, reports and analytics that can help improve our processes.

Yo...",4 days ago,2024-11-17,Built In: https://builtin.com/job/data-scientist-i-payment-integrity/3587969?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Built In Austin: https://www.builtinaustin.com/node/161300?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | The Muse: https://www.themuse.com/jobs/oscarhealth/data-scientist-i-payment-integrity?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,"Data Scientist, 3+ Years of Experience",Snap Inc.,United States,"Snap Inc is a technology company. We believe the camera presents the greatest opportunity to improve the way people live and communicate. Snap contributes to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together. The Company’s three core products are Snapchat, a visual messaging app that enhances your relationships with friends, family, and the world; Lens Studio, an augmented reality platform that powers AR across Snapchat an...",23 days ago,2024-10-29,"Wd1.Myworkdaysite.com: https://wd1.myworkdaysite.com/recruiting/snapchat/snap/job/Los-Angeles-California/Data-Scientist--3--Years-of-Experience_Q424DSA4?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Upwork: https://www.upwork.com/freelance-jobs/apply/DevOps-Engineer-years-experience_~01d90dbeb87e4c75a6/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Ninja-Analytics/Job/Big-Data-Engineer-w-ElasticSearch-experience/-in-Washington,DC?jid=285ac867bd0a2a5c&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Workday: https://snapchat.wd1.myworkdayjobs.com/en-US/snap/job/Data-Engineer_R0037599?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-engineer-with-ml-experience-at-aptask-4069151900?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Sparc The World: https://sparc-the-world.breezy.hr/p/28e488cbb1d7-software-engineer-scraping-3-years-experience?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Monster: https://www.monster.com/job-openings/data-engineer-with-ml-experience--0527173e-48cf-4a6b-9d89-af3c3aec3818?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobs And Talents In AI, ML, Data Science And Big Data: https://aijobs.net/job/732816-cloud-protection-data-engineer-2-3-years-experience/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Data Scientist / Decision Scientist  - Network Optimization & Design (Remote),CVS Health,"Denver, CO","CO Salary Range: USD 86,520.00 - 173,040.00 per year

Bring your heart to CVS Health. Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand - with heart at its center - our purpose sends a personal message that how we deliver our services is just as important as what we deliver.

Our Heart At Work Behaviors...",5 days ago,2024-11-16,The Muse: https://www.themuse.com/jobs/cvshealth/data-scientist-decision-scientist-network-optimization-design-remote-a4156e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | USNLX Virtual Jobs - National Labor Exchange: https://virtualjobs.usnlx.com/denver-co/data-scientist-decision-scientist-network-optimization-design-remote/1D7D5CA33628479E83CD9F2616182033/job/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Fairygodboss: https://fairygodboss.com/jobs/cvshealth/data-scientist-decision-scientist-network-optimization-design-remote-5c5b98a976faa6e5848115f35da574ee?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Lensa: https://lensa.com/job-v1/cvs-health/denver-co/data-scientist/c8aa6acd63ae9beb0235967ed42af1ef?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/job/us-co-denver-data-scientist-decision-network-optimization-design-remote?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Part-Time Data Scientist – AI-Enabled OSINT Tools (Hybrid),Agility Consulting International,Anywhere,"Job Overview: Agility Consulting International (ACI) is seeking an experienced Data Scientist to support its AI-enabled Open Source Intelligence (OSINT) initiatives for the Pentagon Force Protection Agency (PFPA). This role requires a strong foundation in data science, with a focus on exploratory data analysis, data pipeline development, and data governance. You will apply machine learning and artificial intelligence techniques to improve threat assessment and emergency management, helping PFPA ...",3 days ago,2024-11-18,LinkedIn: https://www.linkedin.com/jobs/view/part-time-data-scientist-%E2%80%93-ai-enabled-osint-tools-hybrid-at-agility-consulting-international-4077298039?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,"Principal Investigator to Director, Data Scientist",Incyte Corporation,United States,"Overview

Incyte is a biopharmaceutical company focused on the discovery, development, and commercialization of novel medicines to meet serious unmet medical needs in oncology and inflammation and autoimmunity. Incyte is committed to the rigorous pursuit of research and development excellence to improve the lives of patients, make a difference in health care, and build sustainable value.

The Company strives to discover and develop first-in-class and best-in-class medicines-advancing a diverse p...",N/A,N/A,"Incyte Corporation Careers: https://careers.incyte.com/jobs/4615?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=5f05ffd4c04d3a3b&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Workday: https://parsons.wd5.myworkdayjobs.com/en-US/Search/job/Data-Scientist-Mid-and-Sr_R159900?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/EquipmentShare/Job/Sr.-Data-Scientist-(Operations-Research)/-in-Chicago,IL?jid=79c4e10614e0ad45&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Lever: https://jobs.lever.co/cullinanoncology/40032df4-ef13-49f4-af0d-c931d4067462?utm_source=algojobs&utm_medium=website&ref=algojobs&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/principal-investigator-to-director-data-scientist-at-incyte-3994994790?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Myticas Consulting: https://myticas.com/it-jobs-career/100-remote-sr-marketing-data-scientist-mmm-32014/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobgether: https://jobgether.com/offer/66e49b985ae7155b17737eb7-principal-investigator-to-director-data-scientist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Senior Data Scientist - AI CoE,Cardinal Health,United States,"At Cardinal Health's Artificial Intelligence Center of Excellence (AI CoE), we are pushing the boundaries of healthcare with cutting-edge Data Science and Artificial Intelligence (AI). Our mission is to leverage the power of data to create innovative solutions that improve patient outcomes, streamline operations, and enhance the overall healthcare experience.

We are seeking a highly motivated and experienced Sr. Data Scientist to join our team as a thought leader and architect of our AI strateg...",N/A,N/A,"Cardinal Health: https://jobs.cardinalhealth.com/search/jobdetails/senior-data-scientist---ai-coe/e455708b-3a86-4535-8a51-6e443632fd6b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/MiTek-USA-Inc/Job/Senior-AI-Data-Scientist/-in-New-York,NY?jid=0fea3239aebc82a2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=51d9df86e13304b1&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/senior-data-scientist-ai-startup-jaxon-inc-JV_IC1147401_KO0,32_KE33,42.htm?jl=1009526364737&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/senior-data-scientist-ai-startup-at-jaxon-ai-4075932441?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Get.It: https://www.get.it/job/senior-ai-solutions-manager-for-employee-experience-in-mountain-view-ca-at-intuit-ga_538933770397483583?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jooble: https://jooble.org/jdp/387902546052183029?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Karkidi: https://www.karkidi.com/job-details/76238-data-scientist-for-generative-ai-job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
